11.300391,23.866009,23.028895,96.207971,70.976463,5.029923,98.449797,73.765341,7.080871,110.125235,65.055722,11.787531,101.090915,77.928558,13.907699,5.0
22.043314,14.335829,19.377819,122.453135,47.594282,8.582125,129.455311,49.69285,14.049409,123.840767,57.107624,23.021913,104.932153,73.278665,31.151232,5.0
23.047921,18.227827,13.619594,38.60814,113.550936,18.510313,47.275133,119.972175,21.864118,51.649448,133.548811,23.304537,63.737985,124.879664,26.411351,5.0
29.99528,2.152744,21.860682,35.643653,127.12254,10.48427,44.695383,132.447129,49.556938,40.963201,149.391816,47.379228,50.86393,143.867104,36.702546,5.0
25.35543,8.777206,28.926695,31.122165,133.028985,28.059509,38.464366,134.857471,102.151731,43.904181,139.047665,79.900904,42.663633,141.414997,48.444203,5.0
23.737727,10.291783,24.365018,101.862851,47.285572,11.531207,107.759145,55.898611,12.750717,114.544254,59.876823,16.689152,98.365982,77.585162,16.00946,5.0
31.432363,13.27432,17.287988,40.416349,113.815367,10.579155,46.641541,121.898611,28.883936,45.770968,138.848789,38.190711,49.207762,135.685308,38.259447,5.0
22.937643,4.613086,12.943655,85.029238,82.862929,33.926634,114.825716,65.393244,59.272546,118.946833,68.485285,55.839144,117.924093,72.410764,36.524122,5.0
22.404676,18.848741,42.613495,24.170715,143.971313,14.79679,29.272307,144.575566,46.058035,36.188102,147.30902,43.336694,24.070006,145.777804,19.634693,5.0
32.531958,2.199588,25.185294,37.877086,138.489802,11.34915,33.468553,149.582085,17.311126,24.500504,158.864378,18.696726,7.084162,173.455673,5.866257,5.0
31.937032,6.420062,37.074389,38.150371,120.021635,18.459764,39.862478,125.490871,19.843515,38.823753,133.855421,20.953283,11.478928,135.281798,14.626568,5.0
15.118493,8.922272,17.177191,77.017738,80.811289,34.221963,97.436248,74.448168,59.444128,107.94189,74.11874,65.63588,111.661836,69.271239,51.811646,5.0
34.193997,5.784794,39.155524,36.134955,125.891477,10.070629,41.734038,131.017816,33.532603,51.948729,131.268804,44.95441,46.481565,139.054825,26.803146,5.0
10.442938,14.147605,9.821231,116.086403,11.143581,58.386415,132.804294,9.186122,108.395054,133.648693,25.325673,148.29561,133.731055,26.844526,49.232493,5.0
20.191369,13.095737,20.683462,42.842058,105.595592,18.05389,52.968842,110.383039,31.280072,69.59573,107.223551,39.508829,85.201966,95.74443,37.8185,5.0
25.529613,11.956459,29.703755,28.980271,124.507162,13.253647,30.545777,135.551358,17.813366,32.218256,149.026391,22.772688,35.166427,147.025023,20.778765,5.0
12.094659,14.661971,17.022018,39.182539,103.152014,13.524439,46.822234,111.467139,11.467884,45.918962,125.649025,18.353118,26.174405,157.472367,8.29007,5.0
18.066369,3.536297,14.101351,75.641108,81.201183,77.440995,102.509605,64.187236,135.374579,106.412605,72.731071,121.055055,112.548261,73.239599,64.262288,5.0
27.661649,3.748689,23.31336,64.282458,88.309644,10.690786,78.233905,91.568991,13.717659,91.440219,90.288504,21.41652,84.773463,103.05277,22.208727,5.0
22.547844,11.134459,29.568573,37.212492,117.121389,19.835462,38.221482,126.911911,53.663647,40.911553,138.273447,54.231171,47.572943,134.337179,28.674856,5.0
14.587979,0.8266,25.868273,38.127095,129.758644,9.04934,42.987219,128.414943,15.940927,39.069366,147.822283,30.133876,44.061238,145.799159,29.108676,5.0
27.493689,12.025845,27.060964,33.430464,124.42966,15.579073,41.814668,130.75768,23.107526,53.134899,134.932895,30.358428,58.827492,134.373498,31.522455,5.0
27.737255,16.838001,35.604641,33.221568,134.789035,17.921031,41.363714,135.552614,111.276285,45.15082,141.085336,57.871749,18.150589,159.324373,17.686762,5.0
21.237978,13.487086,35.535657,28.50172,130.039358,9.999271,36.746114,130.232347,17.991651,44.431991,135.732815,28.628168,30.923868,145.289158,21.454712,5.0
19.565557,11.983918,26.131821,39.867971,128.799653,8.64479,39.978778,133.798416,18.801167,33.917841,151.492285,24.982098,26.055791,161.141811,18.048616,5.0
13.169472,24.11654,28.311145,83.362251,87.080178,4.468573,101.517764,73.787566,6.619407,110.548213,67.394919,11.083817,97.16904,82.798676,15.243298,5.0
26.790601,2.659435,17.321293,106.248452,55.282569,25.098566,133.256817,45.845651,51.001935,138.668088,46.280458,59.975029,135.273835,51.545669,34.613445,5.0
40.521923,10.878173,16.978364,37.363115,120.470163,11.103138,43.735741,126.595164,28.450765,42.884882,141.355511,37.708889,47.465571,137.528399,36.315725,5.0
20.977306,15.743281,21.461692,130.596001,41.823156,9.823086,140.263718,40.032149,22.421491,133.928695,47.606102,32.781007,115.870215,62.372986,34.800584,5.0
13.714316,14.587837,21.691314,31.429711,129.820456,11.695664,40.203443,131.429981,16.415092,38.244672,146.906192,16.854102,38.861095,140.782727,18.615975,5.0
36.0412,19.065511,30.540157,44.001211,122.011553,17.279447,80.693893,90.157377,122.363673,75.162571,105.033026,80.507323,35.671973,147.526041,25.805672,5.0
22.842334,19.382176,38.099584,22.394238,142.801611,28.382351,29.997448,141.801612,64.443034,38.708591,144.723278,49.928816,29.175264,141.282117,23.457985,5.0
31.531573,2.785475,37.515565,55.354914,103.671255,117.556504,60.276946,110.102691,172.534237,49.880773,132.326623,128.854354,31.481117,158.443409,48.113576,5.0
23.240022,14.353066,31.030929,60.430713,99.373569,23.15557,101.689488,74.205305,82.339771,113.327292,72.641704,84.565522,118.83205,71.157037,65.56214,5.0
22.095258,19.696471,27.847527,76.840941,87.135661,49.523154,123.189578,49.161171,135.654812,136.545229,45.596535,131.484447,150.327944,32.063681,113.450273,5.0
22.404558,15.776539,30.091348,59.56336,105.497878,44.083761,100.527529,77.305431,116.263909,109.226537,78.162205,103.812424,109.263916,80.37707,74.417076,5.0
10.403318,4.423231,0.276456,96.407206,40.397197,59.506573,111.532642,37.903498,105.277205,116.466879,39.655931,117.6151,117.350529,32.805045,73.946441,5.0
21.599475,6.628143,36.997472,37.573707,141.844396,7.440724,39.223522,138.242841,20.336198,37.244409,144.868382,24.564958,14.009326,169.34041,18.368459,5.0
28.471141,3.687456,33.504549,26.217696,146.939665,40.682613,25.573951,148.786489,149.712424,24.233321,159.831179,72.717251,16.905314,168.745256,28.897447,5.0
